Url,Status,Old Site,Old Site Unique, New Site, New Site Unique, Match
?title=Unite&amp;oldid=23945,200,8,7,0,0,false
?title=Arthur_van_Benthem&amp;action=info,200,4,3,0,0,false
/European_Science_and_Environment_Forum,200,11,9,9,9,false
http://178.128.58.116/index.php?title=Talk:Andr%C3%A9_Calantzopoulos&amp;action=edit&amp;redlink=1,404,0,0
/BAT_Funded_Lobbying_Against_Plain_Packaging,200,17,9,17,9,true
/Alessandro_Tschirkov,200,3,1,3,1,true
/Gerry_Stimson,200,53,46,48,44,false
/FCTC_Compliance_in_Africa,200,11,6,11,6,true
/Challenging_Legislation,200,0,0,0,0,true
/Nicholas_Brown,200,1,1,1,1,true
/Global_Tobacco_Networking_Forum_2010,200,1,1,1,1,true
/Brian_Binley,200,15,15,15,15,true
?title=E-Cigarettes:_Imperial%27s_Blu&amp;action=edit,200,16,13,0,0,false
/Kevin_Click,200,3,3,3,3,true
http://178.128.58.116/index.php/Plain_Packaging_in_the_UK:_Tobacco_Industry_Funded_Research,404,0,0
/Peter_Middleton,200,7,5,5,5,false
/Simon_Clark,200,35,33,33,33,false
/Fraser_Institute,200,8,8,8,8,true
/The_Free_Society,200,6,5,6,5,true
/International_Chamber_of_Commerce,200,38,30,37,30,false
/Tobacco_Smuggling_in_the_UK,200,12,8,12,8,true
http://178.128.58.116/index.php/Special:RecentChangesLinked/Ken_Burnett,404,0,0
https://tobaccotactics.org/wiki/User:Editor17,404,0,0
http://178.128.58.116/index.php?title=Talk:Unite&amp;action=edit&amp;redlink=1,404,0,0
http://178.128.58.116/index.php?title=Talk:Gareth_Davis&amp;action=edit&amp;redlink=1,404,0,0
?title=International_Tobacco_Growers_Association&amp;oldid=23437,200,29,22,0,0,false
?title=File:Unitab_logos.JPG&amp;oldid=19067,200,0,0,0,0,true
?title=Sir_David_Nicolson&amp;action=info,200,2,2,0,0,false
?title=Category:India&amp;action=edit&amp;redlink=1,200,0,0,0,0,true
/Indian_Tobacco_Company_Limited,200,53,31,53,31,true
/E-cigarettes:_Marketing,200,42,31,32,32,false
?title=Ken_Burnett&amp;action=history,200,1,1,0,0,false
?title=Titus_Wouda_Kuipers&amp;action=edit,200,6,6,0,0,false
https://tobaccotactics.org/wiki/Category:Snus,404,0,0
?title=Category:Europe&amp;action=edit&amp;redlink=1,200,0,0,0,0,true
https://tobaccotactics.org/wiki/Category:Libertarians,404,0,0
/Crispin_Blunt,200,4,2,2,2,false
/Hands_Off_Our_Packs,200,31,20,28,20,false
/BAT_Involvement_in_Tobacco_Smuggling,200,10,10,9,9,false
https://tobaccotactics.org/wiki/Chris-Snowdon,404,0,0
https://tobaccotactics.org/wiki/Category:Display-Ban,404,0,0
https://tobaccotactics.org/wiki/Special:WhatLinksHere/Roberto-Ascoli,,[WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time,, or established connection failed because connected host has failed to respond,,0,0
?title=Category:Chile&amp;action=edit&amp;redlink=1,200,0,0,0,0,true
/Aidan_Burley,200,5,5,5,5,true
/Colin_Wragg,200,7,7,7,7,true
/Richard_Ross,200,5,4,4,4,false
/Angela_Harbutt,200,17,14,17,14,true
/United_Nations_Global_Compact_(UNGC),200,23,19,19,19,false
?title=Carlo_Sacchetto&amp;action=edit,200,5,5,0,0,false
/Craig_Schwartz,200,1,1,1,1,true
https://tobaccotactics.org/wiki/Category:Price-and-Tax,404,0,0
?title=Category:Cannabis&amp;action=edit&amp;redlink=1,200,0,0,0,0,true
/Martin_Broughton,200,2,2,1,1,false
/FOI,200,4,4,10,10,false
/Berge_Setrakian,200,2,2,2,2,true
/Neil_Hamilton,200,33,14,33,15,true
?title=E-Cigarettes:_Lorillard&amp;action=history,200,7,5,0,0,false
/Waldemar_Zegar,200,3,1,1,1,false
/Markus_Ersmark,200,3,3,0,0,false
http://178.128.58.116/index.php/Special:RecentChangesLinked/Kangaroo_Group,404,0,0
/History_of_Forest,200,75,72,75,72,true
?title=Ken_Burnett&amp;amp%3Boldid=23488&amp;printable=yes,200,1,1,0,0,false
/Australia:_Trademark_Claims,200,25,18,25,18,true
/Cliff_Fleet,200,9,7,9,7,true
/Legal_Claims,200,4,4,4,4,true
https://tobaccotactics.org/wiki/Special:WhatLinksHere/User:Editor17,404,0,0
/William_Gifford,200,6,4,5,4,false
?title=Snus&amp;action=edit,200,13,11,0,0,false
https://tobaccotactics.org/wiki/Category:PR-Companies,404,0,0
?title=Roberto_Ascoli&amp;action=edit,200,2,1,0,0,false
?title=ECLT&amp;oldid=23992,200,66,50,0,0,false
/Astroturfing,200,16,12,16,12,true
?title=Category:Armenia&amp;action=edit&amp;redlink=1,200,0,0,0,0,true
/Illicit_Trade_Protocol_(ITP),200,15,13,15,13,true
http://178.128.58.116/index.php?title=Talk:Mark_Williamson&amp;action=edit&amp;redlink=1,404,0,0
https://tobaccotactics.org/wiki/Category:Lobbying-Decision-Makers,404,0,0
/Countering_Critics,200,1,1,1,1,true
http://178.128.58.116/index.php?title=Talk:E-Cigarettes:_Imperial%27s_Blu&amp;action=edit&amp;redlink=1,404,0,0
/Louise_Day,200,3,2,2,2,false
/Alun_Cairns,200,9,9,9,9,true
/Manifesto_Club,200,12,12,12,12,true
?title=Michael_Prideaux&amp;action=edit,200,3,1,0,0,false
?title=Mark_Williamson&amp;action=edit,200,4,4,0,0,false
?title=Retailers_Against_Smuggling&amp;oldid=23674,200,15,10,0,0,false
http://178.128.58.116/index.php?title=File_talk:Ingredients_Platform.JPG&amp;action=edit&amp;redlink=1,404,0,0
/Munetaka_Takeda,200,3,2,3,2,true
/Special:WhatLinksHere/Vigilant_Communication,200,0,0,4,4,false
?title=Vigilant_Communication&amp;oldid=15521,200,4,4,0,0,false
/Special:WhatLinksHere/Titus_Wouda_Kuipers,200,0,0,6,6,false
http://178.128.58.116/index.php/Special:RecentChangesLinked/File:Unitab_logos.JPG,404,0,0
/Members_of_UK_Parliament_Opposed_to_Plain_Packaging,200,29,24,29,24,true
/MARQUES,200,13,11,13,11,true
?title=Retailers_Against_Smuggling&amp;action=edit,200,15,10,0,0,false
/Special:WhatLinksHere/Associated_Chambers_of_Commerce_and_Industry_of_India,200,0,0,32,26,false
http://178.128.58.116/index.php/Special:RecentChangesLinked/Roberto_Ascoli,404,0,0
/Tobacco_Alliance,200,1,1,1,1,true
/Heartland_Institute,200,12,11,12,12,true
?title=Category:Malawi&amp;action=edit&amp;redlink=1,200,0,0,0,0,true
/Therese_Coffey,200,11,10,11,10,true
?title=Drago_Azinovic&amp;action=edit,200,6,3,0,0,false
?title=Confederation_of_British_Industry&amp;oldid=23324,200,20,14,0,0,false
/Special:WhatLinksHere/Mark_Williamson,200,0,0,4,4,false
https://tobaccotactics.org/wiki/UNICE,404,0,0
http://178.128.58.116/index.php/Special:RecentChangesLinked/Mark_Williamson,404,0,0
?title=Mark_Williamson&amp;action=history,200,4,4,0,0,false
?title=E-Cigarettes:_Imperial%27s_Blu&amp;printable=yes,200,16,13,0,0,false
?title=Titus_Wouda_Kuipers&amp;action=history,200,6,6,0,0,false
http://178.128.58.116/index.php/Special:RecentChangesLinked/Michael_Prideaux,404,0,0
?title=Fontem_Ventures&amp;action=info,200,14,13,0,0,false
?title=Associated_Chambers_of_Commerce_and_Industry_of_India&amp;action=edit,200,32,26,0,0,false
?title=International_Tobacco_Growers_Association&amp;action=edit,200,29,22,0,0,false
?title=E-Cigarettes:_Imperial%27s_Blu&amp;action=history,200,16,13,0,0,false
?title=Special:Categories&amp;offset=&amp;limit=50,200,0,0,0,0,true
?title=E-Cigarettes:_Imperial%27s_Blu&amp;action=info,200,16,13,0,0,false
http://178.128.58.116/index.php/Special:RecentChangesLinked/Associated_Chambers_of_Commerce_and_Industry_of_India,404,0,0
https://tobaccotactics.org/wiki/Special:WhatLinksHere/E-Cigarettes:-Imperial%27s-Blu,404,0,0
http://178.128.58.116/index.php/Special:RecentChangesLinked/E-Cigarettes:_Imperial%27s_Blu,404,0,0
https://tobaccotactics.org/wiki/Category:Japan,404,0,0
?title=Vigilant_Communication&amp;action=history,200,4,4,0,0,false
/Plain_Packaging_in_the_UK:_Opposition_Following_January_2015_Announcement,200,61,54,54,54,false
/European_Travel_Retail_Confederation,200,3,2,2,2,false
http://178.128.58.116/index.php/Special:RecentChangesLinked/International_Tobacco_Growers_Association,404,0,0
http://178.128.58.116/index.php?title=Talk:Vigilant_Communication&amp;action=edit&amp;redlink=1,404,0,0
?title=Category:Ireland&amp;action=edit&amp;redlink=1,200,0,0,0,0,true
?title=Special:Categories&amp;offset=&amp;limit=100,200,0,0,0,0,true
http://178.128.58.116/index.php?title=Talk:International_Tobacco_Growers_Association&amp;action=edit&amp;redlink=1,404,0,0
?title=International_Tobacco_Growers_Association&amp;action=history,200,29,22,0,0,false
/John_Luik,200,34,30,30,30,false
?title=File:Unitab_logos.JPG&amp;action=edit,200,0,0,0,0,true
http://178.128.58.116/index.php?title=Talk:Retailers_Against_Smuggling&amp;action=edit&amp;redlink=1,404,0,0
?title=File:Unitab_logos.JPG&amp;action=info,200,0,0,0,0,true
http://178.128.58.116/index.php/Special:RecentChangesLinked/Vigilant_Communication,404,0,0
?title=Michael_Prideaux&amp;action=info,200,3,1,0,0,false
/Special:WhatLinksHere/International_Tobacco_Growers_Association,200,0,0,29,22,false
/Gerry_Sutcliffe,200,11,10,10,10,false
?title=Imperial_and_Gallaher_Involvement_in_Tobacco_Smuggling&amp;oldid=23872,200,18,13,0,0,false
/KPMG,200,56,46,46,46,false
http://178.128.58.116/index.php?title=Talk:Associated_Chambers_of_Commerce_and_Industry_of_India&amp;action=edit&amp;redlink=1,404,0,0
http://178.128.58.116/index.php?title=File_talk:Unitab_logos.JPG&amp;action=edit&amp;redlink=1,404,0,0
?title=International_Tobacco_Growers_Association&amp;printable=yes,200,29,22,0,0,false
http://178.128.58.116/index.php/Special:RecentChangesLinked/Titus_Wouda_Kuipers,404,0,0
/E-cigarettes:_The_Basics,200,13,13,13,13,true
?title=Category:Cyprus&amp;action=edit&amp;redlink=1,200,0,0,0,0,true
?title=Vigilant_Communication&amp;action=edit,200,4,4,0,0,false
?title=Associated_Chambers_of_Commerce_and_Industry_of_India&amp;printable=yes,200,32,26,0,0,false
?title=File:Unitab_logos.JPG&amp;printable=yes,200,0,0,0,0,true
/Competitive_Enterprise_Institute,200,20,17,20,17,true
/Special:WhatLinksHere/Michael_Prideaux,200,0,0,3,1,false
?title=Associated_Chambers_of_Commerce_and_Industry_of_India&amp;action=history,200,32,26,0,0,false
?title=Mark_Williamson&amp;action=info,200,4,4,0,0,false
?title=Mark_Williamson&amp;printable=yes,200,4,4,0,0,false
?title=Category:Andorra&amp;action=edit&amp;redlink=1,200,0,0,0,0,true
/Rosemary_Brook,200,8,7,7,7,false
/Roger_Bate,200,1,1,1,1,true
/Businesseurope,200,15,13,15,13,true
/The_Mentor_Group,200,19,13,19,13,true
?title=International_Tobacco_Growers_Association&amp;action=info,200,29,22,0,0,false
?title=Michael_Prideaux&amp;printable=yes,200,3,1,0,0,false
?title=Roberto_Ascoli&amp;amp%3Boldid=23687&amp;printable=yes,200,2,1,0,0,false
/US_Chamber_of_Commerce,200,22,15,14,14,false
/JTI_Involvement_in_Smuggling,200,10,10,10,10,true
/European_Policy_Centre,200,10,7,7,7,false
http://178.128.58.116/index.php?title=Talk:Confederation_of_British_Industry&amp;action=edit&amp;redlink=1,404,0,0
/Malcolm_Wyman,200,8,5,6,6,false
http://178.128.58.116/index.php?title=Talk:Drago_Azinovic&amp;action=edit&amp;redlink=1,404,0,0
https://tobaccotactics.org/wiki/Category:Farming,404,0,0
?title=File:Unitab_logos.JPG&amp;action=history,200,0,0,0,0,true
http://178.128.58.116/index.php?title=Talk:Next_Generation_Products:_Imperial_Tobacco&amp;action=edit&amp;redlink=1,404,0,0
/Institute_of_Public_Affairs,200,23,15,23,15,true
/Free_Market_Foundation,200,53,40,40,40,false
?title=Vigilant_Communication&amp;printable=yes,200,4,4,0,0,false
?title=Titus_Wouda_Kuipers&amp;printable=yes,200,6,6,0,0,false
/Christopher_Chope,200,20,16,20,16,true
/Roy_Morgan_Research,200,27,22,22,22,false
?title=Consumer_Choice_Center&amp;oldid=23969,200,29,27,0,0,false
/Special:WhatLinksHere/Ken_Burnett,200,0,0,1,1,false
?title=Roberto_Ascoli&amp;action=info,200,2,1,0,0,false
?title=Ken_Burnett&amp;printable=yes,200,1,1,0,0,false
/Reason_Foundation,200,23,22,22,22,false
?title=Federation_of_Indian_Chambers_of_Commerce_%26_Industry&amp;oldid=24066,200,45,40,0,0,false
?title=Associated_Chambers_of_Commerce_and_Industry_of_India&amp;action=info,200,32,26,0,0,false
http://178.128.58.116/index.php?title=Talk:Anti-Counterfeiting_Group&amp;action=edit&amp;redlink=1,404,0,0
?title=Carlo_Sacchetto&amp;action=history,200,5,5,0,0,false
https://tobaccotactics.org/wiki/Smuggling,404,0,0
/Special:WhatLinksHere/Snus,200,0,0,13,11,false
https://tobaccotactics.org/wiki/Jos%C3%A9-Mar%C3%ADa-Aznar,404,0,0
?title=Category:Swedish_Match&amp;action=edit&amp;redlink=1,200,0,0,0,0,true
/JUUL_Labs:_FDA_Investigation_Timeline,200,19,17,0,0,false
/Priti_Patel,200,38,33,35,35,false
?title=Think_Tanks&amp;oldid=23397,200,176,140,0,0,false
?title=Retailers_Against_Smuggling&amp;action=history,200,15,10,0,0,false
https://tobaccotactics.org/wiki/TMA,404,0,0
?title=Jeff_Stier&amp;oldid=23453,200,13,11,0,0,false
?title=Andr%C3%A9_Calantzopoulos&amp;action=edit,200,6,6,0,0,false
?title=Special:Categories&amp;offset=&amp;limit=250,200,0,0,0,0,true
/Even_Hurwitz,200,15,11,15,11,true
http://178.128.58.116/index.php?title=Talk:Framework_Convention_on_Tobacco_Control&amp;action=edit&amp;redlink=1,404,0,0
?title=Framework_Convention_on_Tobacco_Control&amp;action=edit,200,17,9,0,0,false
?title=Consumer_Choice_Center&amp;action=edit,200,29,27,0,0,false
http://178.128.58.116/index.php?title=Talk:American_European_Community_Association&amp;action=edit&amp;redlink=1,404,0,0
?title=American_European_Community_Association&amp;action=history,200,28,27,0,0,false
?title=Anti-Counterfeiting_Group&amp;oldid=23219,200,22,14,0,0,false
http://178.128.58.116/index.php?title=Talk:Consumer_Choice_Center&amp;action=edit&amp;redlink=1,404,0,0
/Dudley_Fishburn,200,4,3,3,3,false
/Australia:_Trademark_claims,200,25,18,25,18,true
https://tobaccotactics.org/wiki/Special:Contributions/Editor16,404,0,0
?title=Gareth_Davis&amp;action=history,200,9,9,0,0,false
?title=EFFAT&amp;action=history,200,38,20,0,0,false
/Hugh_High,200,8,8,8,8,true
/Special:WhatLinksHere/Gareth_Davis,200,0,0,9,9,false
?title=Imperial_and_Gallaher_Involvement_in_Tobacco_Smuggling&amp;action=history,200,18,13,0,0,false
?title=EFFAT&amp;action=edit,200,38,20,0,0,false
?title=Imperial_and_Gallaher_Involvement_in_Tobacco_Smuggling&amp;action=edit,200,18,13,0,0,false
https://tobaccotactics.org/wiki/Category:Revolving-Door,404,0,0
?title=Category:Poland&amp;action=edit&amp;redlink=1,200,0,0,0,0,true
/Association_of_Convenience_Stores,200,24,20,24,20,true
https://tobaccotactics.org/wiki/PMI%E2%80%99s-Anti-PP-Media-Campaign,404,0,0
https://tobaccotactics.org/wiki/Category:Countering-Critics,404,0,0
/Online_Strategy,200,3,3,3,3,true
https://tobaccotactics.org/wiki/Category:Pro-Tobacco-Bloggers,404,0,0
https://tobaccotactics.org/wiki/Category:Lobbyists-and-PR-People,404,0,0
?title=Unite&amp;action=edit,200,8,7,0,0,false
?title=Consumer_Choice_Center&amp;action=history,200,29,27,0,0,false
http://178.128.58.116/index.php?title=Jim_Thornton&amp;action=edit&amp;redlink=1,404,0,0
?title=Anti-Counterfeiting_Group&amp;action=edit,200,22,14,0,0,false
http://178.128.58.116/index.php?title=John_Spiers&amp;action=edit&amp;redlink=1,404,0,0
?title=Framework_Convention_on_Tobacco_Control&amp;action=history,200,17,9,0,0,false
http://178.128.58.116/index.php/IEA:_Working_with_RJ_Reynolds,404,0,0
?title=Special:Categories&amp;offset=&amp;limit=500,200,0,0,0,0,true
/European_Smoking_Tobacco_Association,200,13,12,12,12,false
http://178.128.58.116/index.php?title=Talk:Imperial_and_Gallaher_Involvement_in_Tobacco_Smuggling&amp;action=edit&amp;redlink=1,404,0,0
?title=Smokeless_Tobacco&amp;oldid=23714,200,11,11,0,0,false
/Jaine_Chisholm_Caunt,200,7,6,7,6,true
https://tobaccotactics.org/wiki/Category:Advertising-Strategy,404,0,0
/Patrick_Basham,200,12,12,10,10,false
/Jed_E._Rose,200,6,6,7,7,false
?title=Unite&amp;action=history,200,8,7,0,0,false
?title=Ken_Burnett&amp;action=info,200,1,1,0,0,false
?title=Snus&amp;action=history,200,13,11,0,0,false
?title=Category:Asia&amp;action=edit&amp;redlink=1,200,0,0,0,0,true
http://178.128.58.116/index.php?title=Keith_Boyfield&amp;action=edit&amp;redlink=1,404,0,0
/Brook_Wilkinson,200,4,4,4,4,true
?title=Category:North_America&amp;action=edit&amp;redlink=1,200,0,0,0,0,true
/Jennifer_Li,200,6,3,3,3,false
?title=Gareth_Davis&amp;action=edit,200,9,9,0,0,false
?title=American_European_Community_Association&amp;action=edit,200,28,27,0,0,false
/Special:WhatLinksHere/EFFAT,200,0,0,20,20,false
/European_Smokeless_Tobacco_Council,200,10,10,10,10,true
?title=WHO_Definitions_of_Tobacco_Industry_Tactics&amp;oldid=23955,200,3,2,0,0,false
/The_American_Chamber_of_Commerce_to_the_European_Union,200,5,5,5,5,true
http://178.128.58.116/index.php?title=Mark_Pennington&amp;action=edit&amp;redlink=1,404,0,0
/Philip_Morris_vs_the_Government_of_Uruguay,200,18,8,9,9,false
?title=WHO_Definitions_of_Tobacco_Industry_Tactics&amp;action=edit,200,3,2,0,0,false
/Mitsuomi_Koizumi,200,2,1,2,1,true
http://178.128.58.116/index.php?title=Talk:WHO_Definitions_of_Tobacco_Industry_Tactics&amp;action=edit&amp;redlink=1,404,0,0
?title=Michael_Prideaux&amp;action=history,200,3,1,0,0,false
https://tobaccotactics.org/wiki/Category:Sugar-Tax,404,0,0
http://178.128.58.116/index.php?title=Talk:Think_Tanks&amp;action=edit&amp;redlink=1,404,0,0
/Plain_Packaging_in_Australia,200,4,4,0,0,false
/Martin_Southgate,200,12,10,12,10,true
/Kind_Consumer_Limited,200,16,13,13,13,false
https://tobaccotactics.org/wiki/Special:WhatLinksHere/File:Unitab-logos.JPG,404,0,0
https://tobaccotactics.org/wiki/Plain-Packaging:-Have-Illicit-Levels-Risen-in-Australia%3F,404,0,0
?title=Andr%C3%A9_Calantzopoulos&amp;action=history,200,6,6,0,0,false
?title=WHO_Definitions_of_Tobacco_Industry_Tactics&amp;action=history,200,3,2,0,0,false
/Big_Brother_Watch,200,8,7,8,7,true
/Oliver_Colvile,200,4,4,4,4,true
?title=Anti-Counterfeiting_Group&amp;action=history,200,22,14,0,0,false
?title=Category:USA&amp;action=edit&amp;redlink=1,200,0,0,0,0,true
?title=Lobbying_Decision_Makers&amp;oldid=23516,200,4,4,0,0,false
/Masakazu_Shimizu,200,5,5,5,5,true
?title=Kangaroo_Group&amp;printable=yes,200,11,9,0,0,false
https://tobaccotactics.org/wiki/Category:Australia,404,0,0
/Special:WhatLinksHere/Framework_Convention_on_Tobacco_Control,200,0,0,11,11,false
/PR21,200,6,6,6,6,true
https://tobaccotactics.org/wiki/Special:WhatLinksHere/Andr%C3%A9-Calantzopoulos,404,0,0
https://tobaccotactics.org/wiki/Category:Media-Strategy,404,0,0
?title=Mark_Littlewood&amp;oldid=21418,200,25,25,0,0,false
http://178.128.58.116/index.php?title=Talk:Chile-Country_Profile&amp;action=edit&amp;redlink=1,404,0,0
/Lucio_A._Noto,200,5,3,5,3,true
http://178.128.58.116/index.php?title=Talk:Lobby_Groups&amp;action=edit&amp;redlink=1,404,0,0
/Brad_Rodu,200,26,25,20,20,false
?title=Next_Generation_Products:_Imperial_Tobacco&amp;action=edit,200,31,24,0,0,false
http://178.128.58.116/index.php?title=Talk:Federation_of_Indian_Chambers_of_Commerce_%26_Industry&amp;action=edit&amp;redlink=1,404,0,0
https://tobaccotactics.org/wiki/Category:Advertisement-Strategy,404,0,0
/BusinessEurope,200,15,13,15,13,true
/Graham_Mackay,200,4,3,3,3,false
?title=Category:Hong_Kong&amp;action=edit&amp;redlink=1,200,0,0,0,0,true
http://178.128.58.116/index.php/Special:RecentChangesLinked/Andr%C3%A9_Calantzopoulos,404,0,0
?title=Michael_Prideaux&amp;amp%3Boldid=23359&amp;printable=yes,200,3,1,0,0,false
/Jon_Huenemann,200,8,5,9,6,false
/Daniel_Hamilton,200,5,4,4,4,false
/Plain_packaging_in_the_UK,200,41,38,37,37,false
/Plain_Packaging_in_New_Zealand,200,17,12,11,11,false
/Special:WhatLinksHere/Anti-Counterfeiting_Group,200,0,0,22,14,false
http://178.128.58.116/index.php?title=Talk:Adam_Smith_Institute&amp;action=edit&amp;redlink=1,404,0,0
/Sergio_Marchionne,200,7,5,5,5,false
?title=Adam_Smith_Institute&amp;action=edit,200,22,19,0,0,false
http://178.128.58.116/index.php/Special:RecentChangesLinked/Gareth_Davis,404,0,0
http://178.128.58.116/index.php/Special:RecentChangesLinked/Next_Generation_Products:_Imperial_Tobacco,404,0,0
?title=Confederation_of_British_Industry&amp;action=edit,200,20,14,0,0,false
/Special:WhatLinksHere/Next_Generation_Products:_Imperial_Tobacco,200,0,0,31,24,false
http://178.128.58.116/index.php?title=Category:%3F&amp;action=edit&amp;redlink=1,404,0,0
/Kingsley_Wheaton,200,11,10,10,10,false
?title=Front_Groups&amp;oldid=22758,200,3,3,0,0,false
?title=Vigilant_Communication&amp;action=info,200,4,4,0,0,false
?title=Titus_Wouda_Kuipers&amp;action=info,200,6,6,0,0,false
/Plain_Packaging:_Imperial_Tobacco_Australia_Pre-empts_Legislation,200,5,3,3,3,false
?title=File:Ingredients_Platform.JPG&amp;action=edit,200,0,0,0,0,true
?title=Next_Generation_Products:_Imperial_Tobacco&amp;action=history,200,31,24,0,0,false
/Richard_Lyle,200,16,12,12,12,false
http://178.128.58.116/index.php/Special:RecentChangesLinked/Anti-Counterfeiting_Group,404,0,0
/Carl_V_Phillips,200,38,33,38,33,true
/Simon_Danczuk,200,9,7,9,7,true
/Countering_Industry_Arguments_Against_Plain_Packaging:_No_Evidence_Plain_Packaging_Will_Work,200,70,55,68,55,false
?title=Category:Supply_Chain&amp;action=edit&amp;redlink=1,200,0,0,0,0,true
/Alliance_of_Australian_Retailers,200,17,12,17,12,true
?title=Category:Alcohol&amp;action=edit&amp;redlink=1,200,0,0,0,0,true
?title=File:Invite_to_PMI_funded_event_in_Chile_May_2019.jpg&amp;oldid=22941,200,0,0,0,0,true
/CIPA,200,5,5,5,5,true
?title=Think_Tanks&amp;action=edit,200,176,140,0,0,false
/Kalpana_Morparia,200,7,6,6,6,false
?title=Unite&amp;printable=yes,200,8,7,0,0,false
?title=UNITAB&amp;action=edit,200,38,26,0,0,false
https://tobaccotactics.org/wiki/Category:Africa,404,0,0
/FTI_Consulting,200,24,18,24,18,true
/Preventing_the_Government-Funded_Charity_Sector_Lobbying_Government,200,29,26,26,26,false
/Brendan_Halligan,200,4,4,4,4,true
?title=Category:Canada&amp;action=edit&amp;redlink=1,200,0,0,0,0,true
https://tobaccotactics.org/wiki/Talk:Jeff-Stier,404,0,0
?title=Front_Groups&amp;action=edit,200,3,3,0,0,false
/Price_and_Tax,200,25,19,20,20,false
https://tobaccotactics.org/wiki/Category:New-Zealand,404,0,0
?title=Adam_Smith_Institute&amp;oldid=23193,200,22,19,0,0,false
?title=Drago_Azinovic&amp;action=history,200,6,3,0,0,false
http://178.128.58.116/index.php/Special:RecentChangesLinked/Unite,404,0,0
?title=Anti-Counterfeiting_Group&amp;printable=yes,200,22,14,0,0,false
?title=Next_Generation_Products:_Imperial_Tobacco&amp;action=info,200,31,24,0,0,false
/Plain_Packaging_in_the_EU,200,4,4,3,3,false
/Jim_Mortensen,200,4,3,3,3,false
http://178.128.58.116/index.php?title=Talk:Front_Groups&amp;action=edit&amp;redlink=1,404,0,0
/Special:WhatLinksHere/Retailers_Against_Smuggling,200,0,0,10,10,false
http://178.128.58.116/index.php/Special:RecentChangesLinked/Retailers_Against_Smuggling,404,0,0
?title=Retailers_Against_Smuggling&amp;printable=yes,200,15,10,0,0,false
/Point_of_Sale_Display_Ban,200,4,4,4,4,true
https://tobaccotactics.org/wiki/Category:Indonesia,404,0,0
?title=E-Cigarettes:_Philip_Morris_International&amp;oldid=23909,200,55,41,0,0,false
/Johan_Gabrielsson,200,16,10,16,10,true
?title=Kangaroo_Group&amp;action=info,200,11,9,0,0,false
/Oliver_Griffiths,200,4,4,4,4,true
/Privacy_International,200,12,9,9,9,false
http://178.128.58.116/index.php?title=File_talk:Invite_to_PMI_funded_event_in_Chile_May_2019.jpg&amp;action=edit&amp;redlink=1,404,0,0
http://178.128.58.116/index.php?title=Talk:UNITAB&amp;action=edit&amp;redlink=1,404,0,0
?title=Next_Generation_Products:_Imperial_Tobacco&amp;printable=yes,200,31,24,0,0,false
http://178.128.58.116/index.php?title=Talk:Philip_Morris_USA&amp;action=edit&amp;redlink=1,404,0,0
?title=Imperial_and_Gallaher_Involvement_in_Tobacco_Smuggling&amp;printable=yes,200,18,13,0,0,false
/British_Chamber_of_Commerce_in_Belgium,200,20,18,20,18,true
/Special:WhatLinksHere/Drago_Azinovic,200,0,0,6,3,false
?title=Category:Algeria&amp;action=edit&amp;redlink=1,200,0,0,0,0,true
?title=Roberto_Ascoli&amp;printable=yes,200,2,1,0,0,false
http://178.128.58.116/index.php?title=Talk:Smokeless_Tobacco&amp;action=edit&amp;redlink=1,404,0,0
/PLCM_Consultants,200,7,6,6,6,false
/Martin_King,200,6,3,6,3,true
/Noriaki_Okubo,200,3,2,2,2,false
/Yasushi_Shingai,200,4,3,3,3,false
http://178.128.58.116/index.php/Special:RecentChangesLinked/EFFAT,404,0,0
?title=Federation_of_Indian_Chambers_of_Commerce_%26_Industry&amp;action=edit,200,45,40,0,0,false
?title=Philip_Morris_USA&amp;oldid=23597,200,5,5,0,0,false
/Plain_Packaging_Opposition_in_the_UK:_2012_Consultation,200,79,64,64,64,false
http://178.128.58.116/index.php?title=Talk:Mark_Littlewood&amp;action=edit&amp;redlink=1,404,0,0
?title=File:Invite_to_PMI_funded_event_in_Chile_May_2019.jpg&amp;action=edit,200,0,0,0,0,true
/Special:WhatLinksHere/Imperial_and_Gallaher_Involvement_in_Tobacco_Smuggling,200,0,0,18,13,false
/Corporate_Responsibility_Consulting,200,9,9,9,9,true
http://178.128.58.116/index.php?title=Category_talk:Next_Generation_Products&amp;action=edit&amp;redlink=1,404,0,0
https://tobaccotactics.org/wiki/Special:WhatLinksHere/File:Ingredients-Platform.JPG,404,0,0
?title=Front_Groups&amp;action=history,200,3,3,0,0,false
?title=Adam_Smith_Institute&amp;action=history,200,22,19,0,0,false
http://178.128.58.116/index.php/Special:RecentChangesLinked/Imperial_and_Gallaher_Involvement_in_Tobacco_Smuggling,404,0,0
?title=Chile-Country_Profile&amp;action=history,200,41,36,0,0,false
/Targeting_Women_and_Girls,200,12,11,11,11,false
?title=E-Cigarettes:_Japan_Tobacco_International&amp;oldid=23902,200,72,44,0,0,false
?title=Chile-Country_Profile&amp;action=edit,200,41,36,0,0,false
?title=Category:Altria&amp;action=edit&amp;redlink=1,200,0,0,0,0,true
/Antonella_Pederiva,200,4,3,4,3,true
/Special:WhatLinksHere/Confederation_of_British_Industry,200,0,0,20,15,false
/Special:WhatLinksHere/Confederation_of_European_Community_Cigarette_Manufacturers,200,0,0,20,20,false
